term,estimate,std.error,statistic,p.value,b,df,dfcom,fmi,lambda,m,riv,ubar,outcome,type,year,coef,lci,uci
factor(ValidatedStateOrProvince_X)Virginia,-0.32440259035064034,0.1508072329616952,-2.15110763575271,0.031470029425518575,5.077198463170502e-6,102735.9781856715,102834,2.650304287641734e-4,2.455684008317485e-4,10,2.456287194835904e-4,0.02273723659525352,soc,adjusted,Y1,0.7229591274151318,0.5379526321886112,0.9715909331764286
factor(ValidatedStateOrProvince_X)Washington,-0.5759646072872248,0.15227135720013368,-3.782488170314404,1.5535640843999943e-4,5.275522787798674e-6,102732.75638868562,102834,2.6974001374919284e-4,2.502774671602441e-4,10,2.5034012165181974e-4,0.023180763148504122,soc,adjusted,Y1,0.5621623412950104,0.4171053432436185,0.7576659064415446
factor(ValidatedStateOrProvince_X)West Virginia,-0.235310727891031,0.15159939997388303,-1.552187725885257,0.12062039233944288,5.044455270198609e-6,102738.75905093498,102834,2.609031233482578e-4,2.414415418512443e-4,10,2.4149984994737244e-4,0.022976829171644144,soc,adjusted,Y1,0.7903252353774952,0.5871672644197315,1.0637752060169232
factor(ValidatedStateOrProvince_X)Wisconsin,-0.2982188012850775,0.15060544337300424,-1.9801329527411535,0.04769125524382334,5.426651631215045e-6,102723.66764845315,102834,2.8263820431824184e-4,2.631741868688608e-4,10,2.632434657539091e-4,0.022676030256784854,soc,adjusted,Y1,0.742138941027895,0.5524427503162621,0.9969724599964446
factor(ValidatedStateOrProvince_X)Wyoming,-0.7828311323427096,0.22584627310411837,-3.4662123115125008,5.280616863845289e-4,4.749290078754566e-6,102809.14622962108,102834,1.2187349809215788e-4,1.0242253603888479e-4,10,1.0243302748933439e-4,0.051001314855933386,soc,adjusted,Y1,0.4571100386212504,0.2936138449213859,0.7116475977632
htn_dx,0.1155114979518172,0.008205133341938745,14.077954999391105,0,1.9210664018322054e-7,92166.80217532624,102834,0.003160431921574034,0.003138800949704223,10,0.0031486840421660924,6.711289585479332e-5,soc,adjusted,Y1,1.1224474203204404,1.104540527856731,1.1406446206448573
hld_dx,-0.014562911999082979,0.008213074302935348,-1.7731377389192988,0.07620916807432931,1.8680952703230085e-7,92717.46031591797,102834,0.00306785733314223,0.0030463528314654325,10,0.0030556614543890107,6.724909902580141e-5,soc,adjusted,Y1,0.9855426143259436,0.9698047294139037,1.0015358919103354
cerebro_dx,-0.052047798670417214,0.013530595733241016,-3.8466745808205505,1.198040735064243e-4,4.239703859468931e-8,102729.65659074088,102834,2.742014200906595e-4,2.5473837309461766e-4,10,2.5480328126794704e-4,1.830303841539458e-4,soc,adjusted,Y1,0.9492834912697204,0.9244394119633458,0.9747952490292137
pulmonary_dx,-0.12270441203628316,0.007713773312330813,-15.907184080731883,0,1.1339184595871824e-8,102758.86232741282,102834,2.2908227903093754e-4,2.096238855477796e-4,10,2.0966783693443216e-4,5.948982561097164e-5,soc,adjusted,Y1,0.8845250788900829,0.8712525346258486,0.8979998153135877
cardiovascular_dx,-0.1117352041303172,0.0056381367633772835,-19.817753420970057,0,4.71058774557498e-8,99644.27048717868,102834,0.0016500717317635152,0.0016300336522161935,10,0.001632695000010015,3.173676969734515e-5,soc,adjusted,Y1,0.8942810280736084,0.8844529575226807,0.90421830846993545
obesity_dx,-0.02495060450826089,0.005897952223034541,-4.230384303693734,2.338548075830893e-5,3.9416838036456403e-7,36887.09694252692,102834,0.012517956264824995,0.012464416932325749,10,0.012621739556570066,3.435225520679706e-5,soc,adjusted,Y1,0.9753580891308914,0.9641478826817919,0.9866986373365707
htn_rx,0.024900942392946664,0.005469852784532112,4.552397180297546,5.309878865045192e-6,5.837470643756302e-9,102755.86356914674,102834,2.3407685201286686e-4,2.1461798788599068e-4,10,2.1466405865433054e-4,2.9912868266745565e-5,soc,adjusted,Y1,1.025213560292354,1.0142810444675332,1.0362639131830569
hld_rx,0.1668726543563222,0.034743826542082884,4.802944032494534,1.565693848792904e-6,2.1140940246774646e-7,102768.61996423328,102834,2.121036267585566e-4,1.9264675036412805e-4,10,1.9268387028558613e-4,0.0012069009324436287,soc,adjusted,Y1,1.1816037836325732,1.1038176414153886,1.2648715232568017
statin_rx,-0.08488512967917211,0.03443062442104635,-2.46539617292809,0.013687814599045112,7.661009246432318e-7,102169.41127134365,102834,7.304286917428324e-4,7.108678510087297e-4,10,7.113735435909267e-4,0.0011846251870060458,soc,adjusted,Y1,0.9186178002624553,0.858671240694499,0.982749419063475
insulin_rx,-0.04519712172064675,0.005418057013090157,-8.341942805594222,0,3.23134134617216e-8,101017.30963182249,102834,0.0012306185488585837,0.0012108445220491604,10,0.0012123124439309063,2.9319797042287542e-5,soc,adjusted,Y1,0.9558090525369107,0.9457126455067675,0.9660132485824622
otherdm_rx,0.18311836126302206,0.0062911824657415705,29.107145160736813,0,5.422418657636364e-8,100083.82345273173,102834,0.0015269800043505696,0.0015070274683805739,10,0.0015093020279948446,3.9519330212020195e-5,soc,adjusted,Y1,1.200956546402496,1.1862388169040528,1.2158568795710458
depres_rx,-0.05403814550339853,0.011351786689906261,-4.760320730079253,1.9354814728700376e-6,2.5838867984104644e-8,102752.21616261067,102834,2.4002501116841273e-4,2.20565572090483e-4,10,2.2061423199477425e-4,1.2883463829835043e-4,soc,adjusted,Y1,0.9473959669164456,0.9265496486120058,0.9687113037861624
psych_rx,-0.11109026747534972,0.012930550041955048,-8.591302544354356,0,6.505297032508602e-8,102573.4112358066,102834,4.4747162467697303e-4,4.2798230923596174e-4,10,4.2816555651957624e-4,1.6712756612014608e-4,soc,adjusted,Y1,0.8948579687135404,0.8724637739831758,0.9178269723615659
n_total_Y1,0.016062348696323947,3.345008704392513e-4,48.01885470501647,0,2.2387913041618604e-11,102752.507252419,102834,2.3955521179800868e-4,2.2009581870240872e-4,10,2.2014427153608512e-4,1.1186620562027098e-7,soc,adjusted,Y1,1.0161920416799972,1.015526022472127,1.016858497687689
(Intercept),-0.620236093841085,0.14584587077643527,-4.252681893146188,2.1146200073651755e-5,9.308581085859333e-5,80995.41777313263,102834,0.004838371351594958,0.004813798372789011,10,0.004837083115620027,0.021168623630592204,soc,adjusted,Y2,0.5378174472175252,0.40409955805013875,0.7157830311105836
historical_hba1c_group7-9,0.01166131946226964,0.0067459052153052935,1.7286515434299494,0.08387449569378935,2.595126247192187e-8,102307.80593553271,102834,6.468293968942312e-4,6.272933821501469e-4,10,6.276871261304294e-4,4.547869078516405e-5,soc,adjusted,Y2,1.0117295777171367,0.9984405624286249,1.0251954667565593
historical_hba1c_group>=9,-0.0665860856518955,0.008953020994057372,-7.437275719122345,1.0436096431476471e-13,6.322984550831842e-7,55018.98952653354,102834,0.008713153628875269,0.008677119930762946,10,0.008753071380897523,7.946105661944054e-5,soc,adjusted,Y2,0.9355823721711424,0.9193080543095703,0.9521447908718379
historical_hba1c_groupUnavailable,-0.4370596497337265,0.011965178575279357,-36.527632829209345,0,1.0704537298498217e-7,101960.01013092048,102834,8.420728948935964e-4,8.224740712683272e-4,10,8.23151091697985e-4,1.4304774842804067e-4,soc,adjusted,Y2,0.6459329005359356,0.6309608897495828,0.6612601807385522
raceethNHBlack,0.007596195019717908,0.007989979416944794,0.9507152175646704,0.34175357818418295,5.581106764986682e-7,49764.921197221185,102834,0.009656403228049983,0.009616603157120027,10,0.009709980183205414,6.322584933905292e-5,soc,adjusted,Y2,1.0076251193008825,0.9919682635109667,1.0235290970424205
raceethHispanic,-0.047619162839460945,0.011412206686255536,-4.172651630715014,3.013242923710635e-5,1.0032750094008235e-7,101909.49281620426,102834,8.669787100228756e-4,8.473706599844579e-4,10,8.480893059793914e-4,1.3012810119878148e-4,soc,adjusted,Y2,0.9534968449711698,0.9324058591044037,0.9750649081540946
raceethNHOther,2.4035772878899138e-4,0.010266130454625487,0.023412689898236808,0.9813211282646233,4.4042290108838167e-008,102537.29319613686,102834,4.791685895947018e-4,4.5967302749287306e-4,10,4.598844239583308e-4,1.0534498799226917e-4,soc,adjusted,Y2,1.0002403866170224,0.9803150710051104,1.020570692638627
regionUrban,0.05406831598368057,0.012527832801942263,4.315855490607924,1.5913428613512082e-5,1.4927928190194015e-8,102808.38384785569,102834,1.2407723284666786e-4,1.0462616942532031e-4,10,1.0463711720607329e-4,1.5693017399241133e-4,soc,adjusted,Y2,1.0555567110870043,1.0299536113384862,1.0817962654384445
SviOverallPctlRankByZip2020_X,-0.02742559988032489,0.011335017829150522,-2.4195462498341955,0.015543140585834614,1.0257440904734614e-6,54407.57281272409,102834,0.008818310620286013,0.008781875858698298,10,0.008859680472757791,1.273543106876394e-4,soc,adjusted,Y2,0.9729470672389461,0.9515698021458014,0.9948045781972202
age,7.990085887155673e-4,3.127808855606922e-4,2.5545313847528166,0.01063511946788176,5.388948334048976e-10,72133.29496805485,102834,0.006086771356202506,0.006059214055501531,10,0.006096151945051459,9.723909805538542e-8,soc,adjusted,Y2,1.0007993278811114,1.0001859753442872,1.0014130565493191
female,0.006415304616406725,0.005904666591061331,1.0864804163741293,0.2772718082882708,3.0734387992502386e-7,49340.62658704239,102834,0.009736895656530882,0.009696756602639071,10,0.009791704376704976,3.4527009283678315e-5,soc,adjusted,Y2,1.0064359267585896,0.9948554369246309,1.0181512178308154
supreme_detected_t2dm,0.00781469055663275,0.00800346825554442,0.9764130133481951,0.3288621507103002,4.645013244270874e-8,102008.9643131628,102834,8.17259775409952e-4,7.976698706991304e-4,10,7.983066558660934e-4,6.400440897182027e-5,soc,adjusted,Y2,1.0078453049462475,0.992158796665759,1.0237798244753997
ldl,5.8160877944087566e-5,1.1233568606737904e-4,0.5177417789499467,0.6075997716848225,5.543630022173045e-9,38.51454359156382,102834,0.5081232597107318,0.4832272748109198,10,0.9350866469086839,6.521313339838389e-9,soc,adjusted,Y2,1.0000581625693208,0.9998379960573082,1.0002783775624804
BodyMassIndex,0.0025662769971888113,4.943865644650484e-4,5.1908307823163735,2.1421631402063213e-7,6.927017424906562e-9,8472.863856246295,102834,0.03140354937339434,0.03117494139312507,10,0.032178091510094896,2.367983559561562e-7,soc,adjusted,Y2,1.0025695727046318,1.001598555660929,1.0035415311176021
insurance_medicare,-0.045372267660905935,0.007108950780645511,-6.382414094697954,1.7948464936523578e-10,1.0434938568750848e-6,14865.495693813116,102834,0.022844304002064563,0.022712846567020932,10,0.023240709229867665,4.938933795907782e-5,soc,adjusted,Y2,0.9556416611210873,0.942418522953991,0.9690503340359917
insurance_medicaid,-0.09388376979703145,0.009293471217607603,-10.102120897427143,0,1.1754145151765984e-6,28757.794565507033,102834,0.015038705527601356,0.014970207434454314,10,0.015197720462305884,8.507565130580667e-5,soc,adjusted,Y2,0.9103885707399335,0.8939557752939198,0.9271234356771162
insurance_other,-0.016292105072849936,0.008889840004187433,-1.832665724599742,0.06687841276160045,1.902234059308473e-6,11378.96397915338,102834,0.026648062539557094,0.02647699838869625,10,0.02719709585173999,7.693679783481188e-5,soc,adjusted,Y2,0.9838398934541946,0.9668458647957235,1.0011326222680477
factor(ValidatedStateOrProvince_X)*Unspecified,-0.9948358533838068,0.31837395659067824,-3.1247400510929064,0.0017801177040477345,2.3550714149777475e-5,102729.06868340867,102834,2.750401002660474e-4,2.555769582140224e-4,10,2.5564229449404004e-4,0.10133607044963831,soc,adjusted,Y2,0.36978413837761565,0.19812664960533652,0.69016616022155
factor(ValidatedStateOrProvince_X)Alabama,-0.3352683748155053,0.14583802723590664,-2.2989091471539,0.021512120397455536,1.9983884879539978e-5,101488.30490910335,102834,0.0010532346862410333,0.0010335489318414254,10,0.0010346182604393662,0.021246747914693553,soc,adjusted,Y2,0.7151461333844344,0.5373471625292543,0.9517757378440866
factor(ValidatedStateOrProvince_X)Alaska,-0.3525263698994172,0.347853735864579,-1.0134327550722562,0.3108558873470122,2.791487036866797e-5,102730.335615419,102834,2.732298269226871e-4,2.537668896565814e-4,10,2.5383130363700285e-4,0.12097151519753876,soc,adjusted,Y2,0.7029100338994309,0.3554681264261467,1.3899488562419713
factor(ValidatedStateOrProvince_X)Arizona,-0.5738073120781367,0.15035547397066015,-3.8163380216546523,1.355272546588182e-4,2.1613507176643298e-5,101443.26242895082,102834,0.0010713640319778832,0.0010516698942898569,10,0.0010527770682379216,0.022582993695047553,soc,adjusted,Y2,0.5633764004918155,0.4195787525811476,0.7564562473161219
factor(ValidatedStateOrProvince_X)Arkansas,-0.664533131008199,0.14671250953355577,-4.52949195076108,5.919286656386191e-6,1.990010287807125e-5,101528.85880425572,102834,0.0010366612690268229,0.0010169830512001454,10,0.0010180183586166692,0.021502670340467815,soc,adjusted,Y2,0.514513682125986,0.38593371398395737,0.6859321160675905
factor(ValidatedStateOrProvince_X)California,-0.521209205451691,0.1430135196599752,-3.644475058658111,2.6807188785182845e-4,2.0234456811201753e-5,101350.16571144329,102834,0.0011079649374478157,0.0010882534318513927,10,0.00108943901760109,0.02043060890304179,soc,adjusted,Y2,0.5938020849546874,0.44864843028982726,0.785918087061518
factor(ValidatedStateOrProvince_X)Colorado,-0.5848436708795793,0.14769391333429105,-3.9598359720880416,7.505235991045467e-5,2.030836003593132e-5,101511.50940873395,102834,0.0010437813878016364,0.0010240999470721996,10,0.0010251498029311226,0.021791152839957553,soc,adjusted,Y2,0.5571929604893846,0.4171440217073646,0.744260924436122
factor(ValidatedStateOrProvince_X)Connecticut,-0.22858546958121717,0.1430418606506045,-1.5980319924638169,0.110038975085204,2.0338481690907617e-5,101336.79932994385,102834,0.0011131287145252874,0.0010934147109078766,10,0.0010946115753070473,0.020438601568526955,soc,adjusted,Y2,0.7956582897174261,0.6011279232346466,1.0531404207435957
factor(ValidatedStateOrProvince_X)Delaware,-0.4242854955688429,0.15506048887847074,-2.7362579509302223,0.0062153079224192,2.1066518814462357e-5,101655.03179881338,102834,9.834464985061086e-4,9.637916578473932e-4,10,9.647214483314415e-4,0.024020582040534436,soc,adjusted,Y2,0.6542370734581899,0.48277525036945007,0.8865950521688599
factor(ValidatedStateOrProvince_X)District of Columbia,-0.5369377863833251,0.26661790924531353,-2.0138849183206666,0.044024220555898275,2.0397990930609183e-5,102682.68606604035,102834,3.351176010810236e-4,3.156468375995492e-4,10,3.157465019843837e-4,0.07106267174031856,soc,adjusted,Y2,0.5845354870580983,0.34662600054908393,0.9857360240980085
factor(ValidatedStateOrProvince_X)Florida,-0.4383062436740436,0.1424182974789757,-3.0775978328118123,0.0020873194099373382,1.9382360669698732e-5,101444.54593607249,102834,0.0010708513575801888,0.0010511574589585199,10,0.0010522635536417207,0.02026165086007335,soc,adjusted,Y2,0.6451281861765084,0.4879969580108044,0.8528544487160041
factor(ValidatedStateOrProvince_X)Georgia,-0.4085390123789623,0.14531370763591814,-2.8114279032956215,0.004933160154055649,2.0164731231255118e-5,101446.33775198397,102834,0.0010701352685141242,0.0010504417036189342,10,0.0010515462916970185,0.021093892422542716,soc,adjusted,Y2,0.6646205435572158,0.4998966612876528,0.883623558878126
factor(ValidatedStateOrProvince_X)Hawaii,-0.29786897583063016,0.1450422724862785,-2.0536700833807577,0.04001020398229027,2.359777540654721e-5,100951.19571870167,102834,0.001253671158684154,0.0012338846385053501,10,0.0012354089906812232,0.021011303255036657,soc,adjusted,Y2,0.7423986055361823,0.5586948558567316,0.9865057530499316
factor(ValidatedStateOrProvince_X)Idaho,-1.1577087461325821,0.1525416299709649,-7.589460964544189,3.241851231905457e-14,1.9943519377257695e-5,101703.13079490414,102834,9.624419322140886e-4,9.427959738786807e-4,10,9.436856769355024e-4,0.023247011002883795,soc,adjusted,Y2,0.3142052808125856,0.23300617097971524,0.4237010465234006
factor(ValidatedStateOrProvince_X)Illinois,-0.4209937696057038,0.14206865224174067,-2.963312194229524,0.0030441842832518162,2.0041460652735294e-5,101339.79793397615,102834,0.0011119721984547482,0.0010922587553367587,10,0.0010934530890468201,0.020161456343066642,soc,adjusted,Y2,0.656394190991055,0.4968593315791424,0.8671535514839634
factor(ValidatedStateOrProvince_X)Indiana,-0.4461606670428164,0.14264305093550617,-3.127812144487438,0.001761625993092153,2.075353535469207e-5,101261.79939841188,102834,0.001141703959810856,0.00112197591946486,10,0.001123236163392058,0.020324211091299248,soc,adjusted,Y2,0.640080923890508,0.48396579469706036,0.8465548466808098
factor(ValidatedStateOrProvince_X)Iowa,-0.41160379366090843,0.14302803735460617,-2.8777839735046387,0.004005629851820736,2.076428577923432e-5,101276.25584066431,102834,0.0011362474330394283,0.0011165221009443638,10,0.0011177701159826334,0.020434178755153465,soc,adjusted,Y2,0.6625867451213493,0.5006045820670985,0.8769819744711401
factor(ValidatedStateOrProvince_X)Kansas,-0.7226007897188618,0.1457118958814824,-4.959106360860222,7.093217440079513e-7,1.963710172206727e-5,101527.91190508129,102834,0.0010370510409460356,0.0010173726472704888,10,0.0010184087484749282,0.021210355789481692,soc,adjusted,Y2,0.4854879604930166,0.36487658507929394,0.6459678955075934
factor(ValidatedStateOrProvince_X)Kentucky,-0.5334437492618811,0.1442859984539294,-3.697127614445625,2.1816792853002198e-4,2.24688969071788e-5,101083.97805899463,102834,0.0012069673868882582,0.0011872059336675788,10,0.0011886170669022636,0.02079373356324942,soc,adjusted,Y2,0.5865814479989446,0.44208889101467985,0.7783000254695683
factor(ValidatedStateOrProvince_X)Louisiana,-0.21714599103229007,0.14211392544716048,-1.5279712410240005,0.12652279914044584,1.9965114166911974e-5,101352.3581836909,102834,0.001107115811225096,0.0010874047152715036,10,0.0010885884514866403,0.020174406180417482,soc,adjusted,Y2,0.8048124653253338,0.609150884043587,1.0633212908490084
factor(ValidatedStateOrProvince_X)Maine,-0.6074780250537211,0.14622391892801,-4.154436767303432,3.263567886202523e-5,2.1447425461870118e-5,101310.79058352181,102834,0.0011231138733084876,0.0011033950058326784,10,0.0011046138312174175,0.021357842298657188,soc,adjusted,Y2,0.5447229157598017,0.4089849559424524,0.7255109280733825
factor(ValidatedStateOrProvince_X)Maryland,-0.4355236203625819,0.1432242210272439,-3.040851730516567,0.00235970247863726,2.0953347852981568e-5,101257.47223867393,102834,0.0011433325762429188,0.0011236037250102167,10,0.001124867630469956,0.02049012880622253,soc,adjusted,Y2,0.6469258348358452,0.4885843780379629,0.8565829252640101
factor(ValidatedStateOrProvince_X)Massachusetts,-0.42393997484776963,0.14228906681192136,-2.9794276141267857,0.00288855862799986,1.9846270382474988e-5,101375.85117705254,102834,0.0010979792023042818,0.0010782724939344761,10,0.0010794364205356907,0.020224347636786696,soc,adjusted,Y2,0.6544631649809677,0.4951836645190475,0.8649760987833026
factor(ValidatedStateOrProvince_X)Michigan,-0.47019433090079743,0.14200275809902904,-3.311163368903695,9.294141557845137e-4,2.0326342383713576e-5,101296.58134425951,102834,0.0011285346627501565,0.0011088131362915416,10,0.001110043967624705,0.020142424331109274,soc,adjusted,Y2,0.6248808228295893,0.47306629735314315,0.8254150526573972
factor(ValidatedStateOrProvince_X)Minnesota,-0.3978692230457932,0.14253625745804635,-2.791354495630003,0.005249777430762936,2.0484733277024623e-5,101295.81660040535,102834,0.0011288257315468914,0.0011091040619467735,10,0.001110335539603872,0.02029405148354175,soc,adjusted,Y2,0.6717498713200816,0.5080170405057658,0.8882534514379634
factor(ValidatedStateOrProvince_X)Mississippi,-0.7018729287613822,0.14420285375852712,-4.867261017848466,1.13325425865618e-6,2.109254595405399e-5,101278.24920194109,102834,0.0011354931569397834,0.0011157681981804344,10,0.0011170145274670877,0.020771261231553696,soc,adjusted,Y2,0.495656105326349,0.3736220619179359,0.6575494324027523
factor(ValidatedStateOrProvince_X)Missouri,-0.46329065949798176,0.14677656195604846,-3.156434878456357,0.0015975724260048896,2.0447218083030485e-5,101462.33622474122,102834,0.0010637218230678965,0.0010440312369833962,10,0.0010451223773918637,0.0215208671997464,soc,adjusted,Y2,0.6292097201454602,0.4719072953085347,0.8389462842838321
factor(ValidatedStateOrProvince_X)Montana,-0.5754099749459713,0.29888005784088695,-1.9252203680056132,0.05420455209548658,1.897830979970138e-5,102743.86911375742,102834,2.5315948752241825e-4,2.336987232207854e-4,10,2.3375335108048148e-4,0.08930841283419225,soc,adjusted,Y2,0.5624742211918711,0.31310556143668933,1.0104491534858098
factor(ValidatedStateOrProvince_X)Nebraska,-0.7640545381495957,0.1947326260674269,-3.9236082498319464,8.728958457204783e-5,2.481188833833245e-5,102153.7920572485,102834,7.3930270073706e-4,7.197390429354901e-4,10,7.202574403362649e-4,0.03789350257794413,soc,adjusted,Y2,0.4657740944998705,0.31799154479775443,0.6822367155867419
factor(ValidatedStateOrProvince_X)Nevada,-0.5609793436890542,0.15043779602372237,-3.728978744148804,1.9236164629288233e-4,1.968773825203529e-5,101670.88583658283,102834,9.765696106494805e-4,9.569176995598193e-4,10,9.578342681242324e-4,0.022609873960397854,soc,adjusted,Y2,0.5706499276949254,0.4249271978551078,0.766346192058201
factor(ValidatedStateOrProvince_X)New Hampshire,-0.5086646250205298,0.14679754799697167,-3.4650757588336774,5.303008991512925e-4,1.989739296619862e-5,101532.05544767626,102834,0.001035344430876892,0.0010156668066556072,10,0.0010166994345235983,0.021527632965660383,soc,adjusted,Y2,0.6012980012316635,0.4509549565430728,0.8017636374524677
factor(ValidatedStateOrProvince_X)New Jersey,-0.3977801368883056,0.14440057168885825,-2.7546991832235093,0.005875658806321793,1.9937098478259353e-5,101443.03568541171,102834,0.0010714545771417943,0.001051760397219366,10,0.0010528677618347729,0.020829594295743006,soc,adjusted,Y2,0.6718097176006083,0.5062091994954463,0.8915845407639003
factor(ValidatedStateOrProvince_X)New Mexico,-0.5069969093623791,0.1787780018413329,-2.835902091647402,0.004570542533794741,1.9667194710333357e-5,102227.61751439291,102834,6.964229850868104e-4,6.768726164852939e-4,10,6.773310833479065e-4,0.03193994002819826,soc,adjusted,Y2,0.6023016319762717,0.4242629745679443,0.8550528272015976
factor(ValidatedStateOrProvince_X)New York,-0.3495095287790202,0.14184965511725478,-2.4639434511850666,0.013743427669205888,2.0336240454735787e-5,101288.85538842338,102834,0.0011314720688610947,0.0011117490961290138,10,0.0011129864578174962,0.020098954792383918,soc,adjusted,Y2,0.7050338037209416,0.5339063377868118,0.9310109830306973
factor(ValidatedStateOrProvince_X)North Carolina,-0.317012178772154,0.14246484689149883,-2.2251957987473943,0.026070288810412734,2.0074454220361825e-5,101350.87165893624,102834,0.0011076915953330906,0.001087980221639547,10,0.0010891652118481358,0.020274150700175804,soc,adjusted,Y2,0.728321885005396,0.5508772459993484,0.9629237221724724
factor(ValidatedStateOrProvince_X)North Dakota,-0.5193573878404788,0.15399894052907054,-3.372473771937666,7.452397643095132e-4,2.176929987973524e-5,101546.44687924237,102834,0.0010293966323356321,0.0010097216797086968,10,0.0010107422480691698,0.023691727454208496,soc,adjusted,Y2,0.5949027168834491,0.43990551609465167,0.8045119454223002
factor(ValidatedStateOrProvince_X)Ohio,-0.4878172201600851,0.14182800036909785,-3.4394986807299937,5.830275496214732e-4,2.1455212175992888e-5,101122.70141469933,102834,0.0011930338146228926,0.0011732796530917724,10,0.0011746578552526846,0.02009158095530323,soc,adjusted,Y2,0.6139650832272505,0.46496176578971077,0.8107185389362315
factor(ValidatedStateOrProvince_X)Oklahoma,-0.3332355698321059,0.14387155994872913,-2.316201825787248,0.020549234635028668,1.990452709151512e-5,101427.91890816463,102834,0.0010774752731218399,0.0010577782767330424,10,0.001058898356411723,0.020677130782280093,soc,adjusted,Y2,0.716601364607758,0.5405198986420432,0.9500436839565374
factor(ValidatedStateOrProvince_X)Oregon,-0.4529611167224339,0.14309994438642576,-3.1653479577830015,0.0015494339707200488,2.01493386431988e-5,101365.34005149768,102834,0.0011020756921289847,0.0010823670211085967,10,0.0010835398088637693,0.02045542981089063,soc,adjusted,Y2,0.6357428529116382,0.4802555083135409,0.8415707223171753
factor(ValidatedStateOrProvince_X)Pennsylvania,-0.3822675027604689,0.141844712409479,-2.6949718200064767,0.007040619669640202,2.036128226825867e-5,101285.04195262163,102834,0.0011329193545291528,0.001113195667802156,10,0.0011144362534114955,0.020097525028032713,soc,adjusted,Y2,0.6823125083113714,0.5167050143942259,0.9009983375987877
factor(ValidatedStateOrProvince_X)Puerto Rico,-10.704344369860568,0.49923046888322886,-21.441688833227722,0,3.280207803497624e-5,102792.49941418279,102834,1.642277221131955e-4,1.4477443415284933e-4,10,1.4479539682449254e-4,0.24919497877553004,soc,adjusted,Y2,2.244720680817826e-5,8.437402234358946e-6,5.9719458607440416e-5
factor(ValidatedStateOrProvince_X)Rhode Island,-0.5230836542651787,0.2045508397312342,-2.5572305396178026,0.010552356454407441,2.5028251266184747e-5,102258.81318249191,102834,6.775368415305942e-4,6.579920676441978e-4,10,6.584253062728616e-4,0.04181351495836025,soc,adjusted,Y2,0.5926900758687459,0.39692683891021885,0.885003208646106
factor(ValidatedStateOrProvince_X)South Carolina,-0.3467130531768535,0.14284117567007606,-2.4272626681375513,0.015214965348849585,1.9331799060798467e-5,101466.84798827674,102834,0.001061906680496685,0.0010422169341755662,10,0.0010433042835673982,0.02038233648784265,soc,adjusted,Y2,0.7070081729026975,0.5343620051203678,0.9354343156164598
factor(ValidatedStateOrProvince_X)South Dakota,-0.7206252911087971,0.2222488284386187,-3.2424256009422403,0.0011855474928386123,2.0869415439226748e-5,102531.28538975002,102834,4.8425153919568387e-4,4.6475493391352513e-4,10,4.649710314945391e-4,0.049371585385355424,soc,adjusted,Y2,0.48644798923968413,0.3146693119722877,0.7520010284834242
factor(ValidatedStateOrProvince_X)Tennessee,-0.34746603751250194,0.1516152706663031,-2.291761482768155,0.02192144451645439,1.9949194664889593e-5,101676.15388962481,102834,9.742745282086422e-4,9.546235901708547e-4,10,9.555357671554333e-4,0.02296524618508497,soc,adjusted,Y2,0.7064760072046877,0.5248556702380909,0.9509439967171679
factor(ValidatedStateOrProvince_X)Texas,-0.3666088066164744,0.14185021596712655,-2.584478311273316,0.009754028139691506,1.9744062169876444e-5,101373.044630515,102834,0.0010990743722238663,0.0010793671398791663,10,0.00108053343215938,0.020099765301533578,soc,adjusted,Y2,0.693080720611603,0.5248539582175386,0.9152277081321003
factor(ValidatedStateOrProvince_X)Utah,-0.6053689360384339,0.14680025624595516,-4.123759396061094,3.7303467434135484e-5,2.0791203658447353e-5,101419.1563183632,102834,0.0010809510417838376,0.0010612524121382167,10,0.0010623798653329082,0.02152744490985381,soc,adjusted,Y2,0.5458729972636177,0.4093857398123971,0.727864456827722
factor(ValidatedStateOrProvince_X)Vermont,-0.5123461329766505,0.15115437944167545,-3.3895553332237047,7.003268037499844e-4,2.0546761116697248e-5,101595.47576396151,102834,0.001008889732019485,9.892238705266328e-4,10,9.902034033699232e-4,0.022825044987169633,soc,adjusted,Y2,0.5990883877066817,0.4454774205779916,0.8056679860885475
factor(ValidatedStateOrProvince_X)Virgin Islands,-11.02798794579176,0.7212973063638242,-15.289101801011322,0,5.4087859620956014e-5,102804.88095228905,102834,1.3380882821978043e-4,1.1435729136391114e-4,10,1.1437037044968805e-4,0.5202103075221254,soc,adjusted,Y2,1.6240735322255715e-5,3.950254043675277e-6,6.67707648397629e-5
factor(ValidatedStateOrProvince_X)Virginia,-0.4253738610322726,0.14224242842397322,-2.990485087644785,0.0027860165338511322,2.0330396604151498e-5,101305.80151485123,102834,0.0011250199275431693,0.0011053001265991821,10,0.001106523166795526,0.02021054500768458,soc,adjusted,Y2,0.6535254117667952,0.49451933887672844,0.863657758653244
factor(ValidatedStateOrProvince_X)Washington,-0.6480176358880689,0.14383983271245057,-4.505133408932124,6.640513576350315e-6,1.9670659035893227e-5,101457.90311723275,102834,0.001065502535624223,0.001045811124288736,10,0.0010469059902193918,0.020668259749806288,soc,adjusted,Y2,0.523081688011054,0.3945759212124413,0.693439304384665
